mode,seed,method,episode,scope,version,x,action,reward,certified,wrong_certificate,phase,live_hypotheses
public_shift,19,lookup_full,255,public-system-1,v2,1,0,1,0,0,late,0
public_shift,19,lookup_full,256,public-system-1,v2,3,3,0,0,0,late,0
public_shift,19,lookup_full,257,public-system-1,v2,5,2,0,0,0,late,0
public_shift,19,lookup_full,258,public-system-1,v2,5,3,1,0,0,late,0
public_shift,19,lookup_full,259,public-system-1,v2,4,2,0,0,0,late,0
public_shift,19,lookup_full,260,public-system-1,v2,0,1,1,0,0,late,0
public_shift,19,lookup_full,261,public-system-1,v2,5,3,1,0,0,late,0
public_shift,19,lookup_full,262,public-system-1,v2,4,3,0,0,0,late,0
public_shift,19,lookup_full,263,public-system-1,v2,4,4,1,0,0,late,0
public_shift,19,lookup_full,264,public-system-2,v2,0,1,0,0,0,late,0
public_shift,19,lookup_full,265,public-system-2,v2,6,2,0,0,0,late,0
public_shift,19,lookup_full,266,public-system-2,v2,0,2,1,0,0,late,0
public_shift,19,lookup_full,267,public-system-2,v2,4,0,0,0,0,late,0
public_shift,19,lookup_full,268,public-system-2,v2,3,2,0,0,0,late,0
public_shift,19,lookup_full,269,public-system-2,v2,0,2,1,0,0,late,0
public_shift,19,lookup_full,270,public-system-2,v2,5,2,0,0,0,late,0
public_shift,19,lookup_full,271,public-system-2,v2,5,3,0,0,0,late,0
public_shift,19,lookup_full,272,public-system-2,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,273,public-system-2,v2,4,1,0,0,0,late,0
public_shift,19,lookup_full,274,public-system-2,v2,2,0,1,0,0,late,0
public_shift,19,lookup_full,275,public-system-2,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,276,public-system-3,v2,4,2,1,0,0,late,0
public_shift,19,lookup_full,277,public-system-3,v2,5,0,1,0,0,late,0
public_shift,19,lookup_full,278,public-system-3,v2,4,2,1,0,0,late,0
public_shift,19,lookup_full,279,public-system-3,v2,6,1,0,0,0,late,0
public_shift,19,lookup_full,280,public-system-3,v2,0,2,0,0,0,late,0
public_shift,19,lookup_full,281,public-system-3,v2,2,2,0,0,0,late,0
public_shift,19,lookup_full,282,public-system-3,v2,1,0,0,0,0,late,0
public_shift,19,lookup_full,283,public-system-3,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,284,public-system-3,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,285,public-system-3,v2,2,3,0,0,0,late,0
public_shift,19,lookup_full,286,public-system-3,v2,0,3,1,0,0,late,0
public_shift,19,lookup_full,287,public-system-3,v2,4,2,1,0,0,late,0
public_shift,19,lookup_full,288,public-system-0,v2,6,1,1,0,0,late,0
public_shift,19,lookup_full,289,public-system-0,v2,3,1,1,0,0,late,0
public_shift,19,lookup_full,290,public-system-0,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,291,public-system-0,v2,0,1,1,0,0,late,0
public_shift,19,lookup_full,292,public-system-0,v2,5,1,1,0,0,late,0
public_shift,19,lookup_full,293,public-system-0,v2,3,1,1,0,0,late,0
public_shift,19,lookup_full,294,public-system-0,v2,2,1,1,0,0,late,0
public_shift,19,lookup_full,295,public-system-0,v2,4,1,1,0,0,late,0
public_shift,19,lookup_full,296,public-system-0,v2,3,1,1,0,0,late,0
public_shift,19,lookup_full,297,public-system-0,v2,4,1,1,0,0,late,0
public_shift,19,lookup_full,298,public-system-0,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,299,public-system-0,v2,2,1,1,0,0,late,0
public_shift,19,lookup_full,300,public-system-1,v2,5,3,1,0,0,late,0
public_shift,19,lookup_full,301,public-system-1,v2,6,2,1,0,0,late,0
public_shift,19,lookup_full,302,public-system-1,v2,0,1,1,0,0,late,0
public_shift,19,lookup_full,303,public-system-1,v2,5,3,1,0,0,late,0
public_shift,19,lookup_full,304,public-system-1,v2,1,0,1,0,0,late,0
public_shift,19,lookup_full,305,public-system-1,v2,2,1,0,0,0,late,0
public_shift,19,lookup_full,306,public-system-1,v2,1,0,1,0,0,late,0
public_shift,19,lookup_full,307,public-system-1,v2,2,2,0,0,0,late,0
public_shift,19,lookup_full,308,public-system-1,v2,3,4,0,0,0,late,0
public_shift,19,lookup_full,309,public-system-1,v2,4,4,1,0,0,late,0
public_shift,19,lookup_full,310,public-system-1,v2,1,0,1,0,0,late,0
public_shift,19,lookup_full,311,public-system-1,v2,4,4,1,0,0,late,0
public_shift,19,lookup_full,312,public-system-2,v2,3,3,0,0,0,late,0
public_shift,19,lookup_full,313,public-system-2,v2,2,0,1,0,0,late,0
public_shift,19,lookup_full,314,public-system-2,v2,0,2,1,0,0,late,0
public_shift,19,lookup_full,315,public-system-2,v2,4,2,0,0,0,late,0
public_shift,19,lookup_full,316,public-system-2,v2,6,3,1,0,0,late,0
public_shift,19,lookup_full,317,public-system-2,v2,6,3,1,0,0,late,0
public_shift,19,lookup_full,318,public-system-2,v2,3,4,0,0,0,late,0
public_shift,19,lookup_full,319,public-system-2,v2,0,2,1,0,0,late,0
public_shift,19,lookup_full,320,public-system-2,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,321,public-system-2,v2,4,3,0,0,0,late,0
public_shift,19,lookup_full,322,public-system-2,v2,0,2,1,0,0,late,0
public_shift,19,lookup_full,323,public-system-2,v2,3,5,0,0,0,late,0
public_shift,19,lookup_full,324,public-system-3,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,325,public-system-3,v2,3,2,0,0,0,late,0
public_shift,19,lookup_full,326,public-system-3,v2,4,2,1,0,0,late,0
public_shift,19,lookup_full,327,public-system-3,v2,2,4,0,0,0,late,0
public_shift,19,lookup_full,328,public-system-3,v2,3,3,0,0,0,late,0
public_shift,19,lookup_full,329,public-system-3,v2,2,5,0,0,0,late,0
public_shift,19,lookup_full,330,public-system-3,v2,3,4,1,0,0,late,0
public_shift,19,lookup_full,331,public-system-3,v2,0,3,1,0,0,late,0
public_shift,19,lookup_full,332,public-system-3,v2,4,2,1,0,0,late,0
public_shift,19,lookup_full,333,public-system-3,v2,3,4,1,0,0,late,0
public_shift,19,lookup_full,334,public-system-3,v2,0,3,1,0,0,late,0
public_shift,19,lookup_full,335,public-system-3,v2,4,2,1,0,0,late,0
public_shift,19,lookup_full,336,public-system-0,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,337,public-system-0,v2,5,1,1,0,0,late,0
public_shift,19,lookup_full,338,public-system-0,v2,2,1,1,0,0,late,0
public_shift,19,lookup_full,339,public-system-0,v2,4,1,1,0,0,late,0
public_shift,19,lookup_full,340,public-system-0,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,341,public-system-0,v2,0,1,1,0,0,late,0
public_shift,19,lookup_full,342,public-system-0,v2,6,1,1,0,0,late,0
public_shift,19,lookup_full,343,public-system-0,v2,3,1,1,0,0,late,0
public_shift,19,lookup_full,344,public-system-0,v2,3,1,1,0,0,late,0
public_shift,19,lookup_full,345,public-system-0,v2,5,1,1,0,0,late,0
public_shift,19,lookup_full,346,public-system-0,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,347,public-system-0,v2,5,1,1,0,0,late,0
public_shift,19,lookup_full,348,public-system-1,v2,4,4,1,0,0,late,0
public_shift,19,lookup_full,349,public-system-1,v2,1,0,1,0,0,late,0
public_shift,19,lookup_full,350,public-system-1,v2,1,0,1,0,0,late,0
public_shift,19,lookup_full,351,public-system-1,v2,3,5,1,0,0,late,0
public_shift,19,lookup_full,352,public-system-1,v2,1,0,1,0,0,late,0
public_shift,19,lookup_full,353,public-system-1,v2,5,3,1,0,0,late,0
public_shift,19,lookup_full,354,public-system-1,v2,4,4,1,0,0,late,0
public_shift,19,lookup_full,355,public-system-1,v2,3,5,1,0,0,late,0
public_shift,19,lookup_full,356,public-system-1,v2,0,1,1,0,0,late,0
public_shift,19,lookup_full,357,public-system-1,v2,2,3,0,0,0,late,0
public_shift,19,lookup_full,358,public-system-1,v2,6,2,1,0,0,late,0
public_shift,19,lookup_full,359,public-system-1,v2,3,5,1,0,0,late,0
public_shift,19,lookup_full,360,public-system-2,v2,3,6,1,0,0,late,0
public_shift,19,lookup_full,361,public-system-2,v2,4,4,0,0,0,late,0
public_shift,19,lookup_full,362,public-system-2,v2,0,2,1,0,0,late,0
public_shift,19,lookup_full,363,public-system-2,v2,4,5,1,0,0,late,0
public_shift,19,lookup_full,364,public-system-2,v2,5,4,1,0,0,late,0
public_shift,19,lookup_full,365,public-system-2,v2,0,2,1,0,0,late,0
public_shift,19,lookup_full,366,public-system-2,v2,5,4,1,0,0,late,0
public_shift,19,lookup_full,367,public-system-2,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,368,public-system-2,v2,6,3,1,0,0,late,0
public_shift,19,lookup_full,369,public-system-2,v2,6,3,1,0,0,late,0
public_shift,19,lookup_full,370,public-system-2,v2,0,2,1,0,0,late,0
public_shift,19,lookup_full,371,public-system-2,v2,2,0,1,0,0,late,0
public_shift,19,lookup_full,372,public-system-3,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,373,public-system-3,v2,3,4,1,0,0,late,0
public_shift,19,lookup_full,374,public-system-3,v2,1,1,1,0,0,late,0
public_shift,19,lookup_full,375,public-system-3,v2,5,0,1,0,0,late,0
public_shift,19,lookup_full,376,public-system-3,v2,4,2,1,0,0,late,0
public_shift,19,lookup_full,377,public-system-3,v2,3,4,1,0,0,late,0
public_shift,19,lookup_full,378,public-system-3,v2,2,6,1,0,0,late,0
public_shift,19,lookup_full,379,public-system-3,v2,3,4,1,0,0,late,0
public_shift,19,lookup_full,380,public-system-3,v2,3,4,1,0,0,late,0
public_shift,19,lookup_full,381,public-system-3,v2,6,2,0,0,0,late,0
public_shift,19,lookup_full,382,public-system-3,v2,0,3,1,0,0,late,0
public_shift,19,lookup_full,383,public-system-3,v2,1,1,1,0,0,late,0
public_shift,19,full_replay_induction,0,public-system-0,v1,4,0,0,0,0,early,49
public_shift,19,full_replay_induction,1,public-system-0,v1,2,0,0,0,0,early,42
public_shift,19,full_replay_induction,2,public-system-0,v1,4,1,0,0,0,early,36
public_shift,19,full_replay_induction,3,public-system-0,v1,1,0,0,0,0,early,30
public_shift,19,full_replay_induction,4,public-system-0,v1,4,2,0,0,0,early,25
public_shift,19,full_replay_induction,5,public-system-0,v1,2,3,0,0,0,early,20
public_shift,19,full_replay_induction,6,public-system-0,v1,0,0,1,0,0,early,16
public_shift,19,full_replay_induction,7,public-system-0,v1,2,2,0,0,0,early,3
public_shift,19,full_replay_induction,8,public-system-0,v1,3,2,0,0,0,early,2
public_shift,19,full_replay_induction,9,public-system-0,v1,2,5,1,1,0,early,1
public_shift,19,full_replay_induction,10,public-system-0,v1,2,5,1,1,0,early,1
public_shift,19,full_replay_induction,11,public-system-0,v1,6,1,1,1,0,early,1
public_shift,19,full_replay_induction,12,public-system-1,v1,0,0,1,0,0,early,49
public_shift,19,full_replay_induction,13,public-system-1,v1,6,0,0,0,0,early,7
public_shift,19,full_replay_induction,14,public-system-1,v1,2,1,0,0,0,early,6
public_shift,19,full_replay_induction,15,public-system-1,v1,2,2,0,0,0,early,5
public_shift,19,full_replay_induction,16,public-system-1,v1,0,0,1,1,0,early,4
public_shift,19,full_replay_induction,17,public-system-1,v1,4,1,0,0,0,early,4
public_shift,19,full_replay_induction,18,public-system-1,v1,4,3,0,0,0,early,3
public_shift,19,full_replay_induction,19,public-system-1,v1,1,3,0,0,0,early,2
public_shift,19,full_replay_induction,20,public-system-1,v1,0,0,1,1,0,early,1
public_shift,19,full_replay_induction,21,public-system-1,v1,1,5,1,1,0,early,1
public_shift,19,full_replay_induction,22,public-system-1,v1,0,0,1,1,0,early,1
public_shift,19,full_replay_induction,23,public-system-1,v1,4,6,1,1,0,early,1
public_shift,19,full_replay_induction,24,public-system-2,v1,3,0,0,0,0,early,49
public_shift,19,full_replay_induction,25,public-system-2,v1,3,1,0,0,0,early,42
public_shift,19,full_replay_induction,26,public-system-2,v1,6,0,0,0,0,early,35
public_shift,19,full_replay_induction,27,public-system-2,v1,5,0,0,0,0,early,30
public_shift,19,full_replay_induction,28,public-system-2,v1,0,0,0,0,0,early,25
public_shift,19,full_replay_induction,29,public-system-2,v1,6,2,0,0,0,early,20
public_shift,19,full_replay_induction,30,public-system-2,v1,0,2,0,0,0,early,16
public_shift,19,full_replay_induction,31,public-system-2,v1,3,2,1,0,0,early,13
public_shift,19,full_replay_induction,32,public-system-2,v1,0,1,1,0,0,early,3
public_shift,19,full_replay_induction,33,public-system-2,v1,0,1,1,1,0,early,1
public_shift,19,full_replay_induction,34,public-system-2,v1,4,0,1,1,0,early,1
public_shift,19,full_replay_induction,35,public-system-2,v1,5,5,1,1,0,early,1
public_shift,19,full_replay_induction,36,public-system-3,v1,3,0,1,0,0,early,49
public_shift,19,full_replay_induction,37,public-system-3,v1,6,0,0,0,0,early,7
public_shift,19,full_replay_induction,38,public-system-3,v1,6,1,0,0,0,early,6
public_shift,19,full_replay_induction,39,public-system-3,v1,3,0,1,1,0,early,5
public_shift,19,full_replay_induction,40,public-system-3,v1,3,0,1,1,0,early,5
public_shift,19,full_replay_induction,41,public-system-3,v1,5,1,1,0,0,early,5
public_shift,19,full_replay_induction,42,public-system-3,v1,2,3,1,1,0,early,1
public_shift,19,full_replay_induction,43,public-system-3,v1,4,4,1,1,0,early,1
public_shift,19,full_replay_induction,44,public-system-3,v1,4,4,1,1,0,early,1
public_shift,19,full_replay_induction,45,public-system-3,v1,6,5,1,1,0,early,1
public_shift,19,full_replay_induction,46,public-system-3,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,47,public-system-3,v1,6,5,1,1,0,early,1
public_shift,19,full_replay_induction,48,public-system-0,v1,5,2,1,1,0,early,1
public_shift,19,full_replay_induction,49,public-system-0,v1,3,4,1,1,0,early,1
public_shift,19,full_replay_induction,50,public-system-0,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,51,public-system-0,v1,6,1,1,1,0,early,1
public_shift,19,full_replay_induction,52,public-system-0,v1,4,3,1,1,0,early,1
public_shift,19,full_replay_induction,53,public-system-0,v1,4,3,1,1,0,early,1
public_shift,19,full_replay_induction,54,public-system-0,v1,5,2,1,1,0,early,1
public_shift,19,full_replay_induction,55,public-system-0,v1,0,0,1,1,0,early,1
public_shift,19,full_replay_induction,56,public-system-0,v1,6,1,1,1,0,early,1
public_shift,19,full_replay_induction,57,public-system-0,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,58,public-system-0,v1,3,4,1,1,0,early,1
public_shift,19,full_replay_induction,59,public-system-0,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,60,public-system-1,v1,1,5,1,1,0,early,1
public_shift,19,full_replay_induction,61,public-system-1,v1,1,5,1,1,0,early,1
public_shift,19,full_replay_induction,62,public-system-1,v1,5,4,1,1,0,early,1
public_shift,19,full_replay_induction,63,public-system-1,v1,3,1,1,1,0,early,1
public_shift,19,full_replay_induction,64,public-system-1,v1,0,0,1,1,0,early,1
public_shift,19,full_replay_induction,65,public-system-1,v1,4,6,1,1,0,early,1
public_shift,19,full_replay_induction,66,public-system-1,v1,5,4,1,1,0,early,1
public_shift,19,full_replay_induction,67,public-system-1,v1,3,1,1,1,0,early,1
public_shift,19,full_replay_induction,68,public-system-1,v1,0,0,1,1,0,early,1
public_shift,19,full_replay_induction,69,public-system-1,v1,3,1,1,1,0,early,1
public_shift,19,full_replay_induction,70,public-system-1,v1,3,1,1,1,0,early,1
public_shift,19,full_replay_induction,71,public-system-1,v1,4,6,1,1,0,early,1
public_shift,19,full_replay_induction,72,public-system-2,v1,0,1,1,1,0,early,1
public_shift,19,full_replay_induction,73,public-system-2,v1,4,0,1,1,0,early,1
public_shift,19,full_replay_induction,74,public-system-2,v1,3,2,1,1,0,early,1
public_shift,19,full_replay_induction,75,public-system-2,v1,6,3,1,1,0,early,1
public_shift,19,full_replay_induction,76,public-system-2,v1,4,0,1,1,0,early,1
public_shift,19,full_replay_induction,77,public-system-2,v1,3,2,1,1,0,early,1
public_shift,19,full_replay_induction,78,public-system-2,v1,2,4,1,1,0,early,1
public_shift,19,full_replay_induction,79,public-system-2,v1,3,2,1,1,0,early,1
public_shift,19,full_replay_induction,80,public-system-2,v1,4,0,1,1,0,early,1
public_shift,19,full_replay_induction,81,public-system-2,v1,6,3,1,1,0,early,1
public_shift,19,full_replay_induction,82,public-system-2,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,83,public-system-2,v1,0,1,1,1,0,early,1
public_shift,19,full_replay_induction,84,public-system-3,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,85,public-system-3,v1,0,2,1,1,0,early,1
public_shift,19,full_replay_induction,86,public-system-3,v1,0,2,1,1,0,early,1
public_shift,19,full_replay_induction,87,public-system-3,v1,3,0,1,1,0,early,1
public_shift,19,full_replay_induction,88,public-system-3,v1,3,0,1,1,0,early,1
public_shift,19,full_replay_induction,89,public-system-3,v1,3,0,1,1,0,early,1
public_shift,19,full_replay_induction,90,public-system-3,v1,0,2,1,1,0,early,1
public_shift,19,full_replay_induction,91,public-system-3,v1,5,1,1,1,0,early,1
public_shift,19,full_replay_induction,92,public-system-3,v1,5,1,1,1,0,early,1
public_shift,19,full_replay_induction,93,public-system-3,v1,5,1,1,1,0,early,1
public_shift,19,full_replay_induction,94,public-system-3,v1,2,3,1,1,0,early,1
public_shift,19,full_replay_induction,95,public-system-3,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,96,public-system-0,v1,3,4,1,1,0,early,1
public_shift,19,full_replay_induction,97,public-system-0,v1,2,5,1,1,0,early,1
public_shift,19,full_replay_induction,98,public-system-0,v1,3,4,1,1,0,early,1
public_shift,19,full_replay_induction,99,public-system-0,v1,3,4,1,1,0,early,1
public_shift,19,full_replay_induction,100,public-system-0,v1,2,5,1,1,0,early,1
public_shift,19,full_replay_induction,101,public-system-0,v1,5,2,1,1,0,early,1
public_shift,19,full_replay_induction,102,public-system-0,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,103,public-system-0,v1,3,4,1,1,0,early,1
public_shift,19,full_replay_induction,104,public-system-0,v1,3,4,1,1,0,early,1
public_shift,19,full_replay_induction,105,public-system-0,v1,2,5,1,1,0,early,1
public_shift,19,full_replay_induction,106,public-system-0,v1,2,5,1,1,0,early,1
public_shift,19,full_replay_induction,107,public-system-0,v1,5,2,1,1,0,early,1
public_shift,19,full_replay_induction,108,public-system-1,v1,6,2,1,1,0,early,1
public_shift,19,full_replay_induction,109,public-system-1,v1,0,0,1,1,0,early,1
public_shift,19,full_replay_induction,110,public-system-1,v1,0,0,1,1,0,early,1
public_shift,19,full_replay_induction,111,public-system-1,v1,1,5,1,1,0,early,1
public_shift,19,full_replay_induction,112,public-system-1,v1,2,3,1,1,0,early,1
public_shift,19,full_replay_induction,113,public-system-1,v1,5,4,1,1,0,early,1
public_shift,19,full_replay_induction,114,public-system-1,v1,6,2,1,1,0,early,1
public_shift,19,full_replay_induction,115,public-system-1,v1,3,1,1,1,0,early,1
public_shift,19,full_replay_induction,116,public-system-1,v1,0,0,1,1,0,early,1
public_shift,19,full_replay_induction,117,public-system-1,v1,3,1,1,1,0,early,1
public_shift,19,full_replay_induction,118,public-system-1,v1,0,0,1,1,0,early,1
public_shift,19,full_replay_induction,119,public-system-1,v1,3,1,1,1,0,early,1
public_shift,19,full_replay_induction,120,public-system-2,v1,4,0,1,1,0,early,1
public_shift,19,full_replay_induction,121,public-system-2,v1,3,2,1,1,0,early,1
public_shift,19,full_replay_induction,122,public-system-2,v1,5,5,1,1,0,early,1
public_shift,19,full_replay_induction,123,public-system-2,v1,0,1,1,1,0,early,1
public_shift,19,full_replay_induction,124,public-system-2,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,125,public-system-2,v1,3,2,1,1,0,early,1
public_shift,19,full_replay_induction,126,public-system-2,v1,5,5,1,1,0,early,1
public_shift,19,full_replay_induction,127,public-system-2,v1,2,4,1,1,0,early,1
public_shift,19,full_replay_induction,128,public-system-2,v1,0,1,1,1,0,early,1
public_shift,19,full_replay_induction,129,public-system-2,v1,0,1,1,1,0,early,1
public_shift,19,full_replay_induction,130,public-system-2,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,131,public-system-2,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,132,public-system-3,v1,3,0,1,1,0,early,1
public_shift,19,full_replay_induction,133,public-system-3,v1,2,3,1,1,0,early,1
public_shift,19,full_replay_induction,134,public-system-3,v1,3,0,1,1,0,early,1
public_shift,19,full_replay_induction,135,public-system-3,v1,6,5,1,1,0,early,1
public_shift,19,full_replay_induction,136,public-system-3,v1,0,2,1,1,0,early,1
public_shift,19,full_replay_induction,137,public-system-3,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,138,public-system-3,v1,4,4,1,1,0,early,1
public_shift,19,full_replay_induction,139,public-system-3,v1,3,0,1,1,0,early,1
public_shift,19,full_replay_induction,140,public-system-3,v1,5,1,1,1,0,early,1
public_shift,19,full_replay_induction,141,public-system-3,v1,6,5,1,1,0,early,1
public_shift,19,full_replay_induction,142,public-system-3,v1,0,2,1,1,0,early,1
public_shift,19,full_replay_induction,143,public-system-3,v1,3,0,1,1,0,early,1
public_shift,19,full_replay_induction,144,public-system-0,v1,5,2,1,1,0,early,1
public_shift,19,full_replay_induction,145,public-system-0,v1,5,2,1,1,0,early,1
public_shift,19,full_replay_induction,146,public-system-0,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,147,public-system-0,v1,0,0,1,1,0,early,1
public_shift,19,full_replay_induction,148,public-system-0,v1,3,4,1,1,0,early,1
public_shift,19,full_replay_induction,149,public-system-0,v1,4,3,1,1,0,early,1
public_shift,19,full_replay_induction,150,public-system-0,v1,5,2,1,1,0,early,1
public_shift,19,full_replay_induction,151,public-system-0,v1,2,5,1,1,0,early,1
public_shift,19,full_replay_induction,152,public-system-0,v1,5,2,1,1,0,early,1
public_shift,19,full_replay_induction,153,public-system-0,v1,0,0,1,1,0,early,1
public_shift,19,full_replay_induction,154,public-system-0,v1,4,3,1,1,0,early,1
public_shift,19,full_replay_induction,155,public-system-0,v1,4,3,1,1,0,early,1
public_shift,19,full_replay_induction,156,public-system-1,v1,4,6,1,1,0,early,1
public_shift,19,full_replay_induction,157,public-system-1,v1,2,3,1,1,0,early,1
public_shift,19,full_replay_induction,158,public-system-1,v1,2,3,1,1,0,early,1
public_shift,19,full_replay_induction,159,public-system-1,v1,1,5,1,1,0,early,1
public_shift,19,full_replay_induction,160,public-system-1,v1,2,3,1,1,0,early,1
public_shift,19,full_replay_induction,161,public-system-1,v1,4,6,1,1,0,early,1
public_shift,19,full_replay_induction,162,public-system-1,v1,2,3,1,1,0,early,1
public_shift,19,full_replay_induction,163,public-system-1,v1,0,0,1,1,0,early,1
public_shift,19,full_replay_induction,164,public-system-1,v1,0,0,1,1,0,early,1
public_shift,19,full_replay_induction,165,public-system-1,v1,6,2,1,1,0,early,1
public_shift,19,full_replay_induction,166,public-system-1,v1,2,3,1,1,0,early,1
public_shift,19,full_replay_induction,167,public-system-1,v1,5,4,1,1,0,early,1
public_shift,19,full_replay_induction,168,public-system-2,v1,6,3,1,1,0,early,1
public_shift,19,full_replay_induction,169,public-system-2,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,170,public-system-2,v1,0,1,1,1,0,early,1
public_shift,19,full_replay_induction,171,public-system-2,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,172,public-system-2,v1,2,4,1,1,0,early,1
public_shift,19,full_replay_induction,173,public-system-2,v1,4,0,1,1,0,early,1
public_shift,19,full_replay_induction,174,public-system-2,v1,3,2,1,1,0,early,1
public_shift,19,full_replay_induction,175,public-system-2,v1,6,3,1,1,0,early,1
public_shift,19,full_replay_induction,176,public-system-2,v1,4,0,1,1,0,early,1
public_shift,19,full_replay_induction,177,public-system-2,v1,1,6,1,1,0,early,1
public_shift,19,full_replay_induction,178,public-system-2,v1,2,4,1,1,0,early,1
public_shift,19,full_replay_induction,179,public-system-2,v1,6,3,1,1,0,early,1
public_shift,19,full_replay_induction,180,public-system-3,v1,4,4,1,1,0,early,1
public_shift,19,full_replay_induction,181,public-system-3,v1,6,5,1,1,0,early,1
public_shift,19,full_replay_induction,182,public-system-3,v1,2,3,1,1,0,early,1
public_shift,19,full_replay_induction,183,public-system-3,v1,4,4,1,1,0,early,1
public_shift,19,full_replay_induction,184,public-system-3,v1,5,1,1,1,0,early,1
public_shift,19,full_replay_induction,185,public-system-3,v1,5,1,1,1,0,early,1
public_shift,19,full_replay_induction,186,public-system-3,v1,5,1,1,1,0,early,1
public_shift,19,full_replay_induction,187,public-system-3,v1,2,3,1,1,0,early,1
public_shift,19,full_replay_induction,188,public-system-3,v1,5,1,1,1,0,early,1
public_shift,19,full_replay_induction,189,public-system-3,v1,5,1,1,1,0,early,1
public_shift,19,full_replay_induction,190,public-system-3,v1,5,1,1,1,0,early,1
public_shift,19,full_replay_induction,191,public-system-3,v1,4,4,1,1,0,early,1
public_shift,19,full_replay_induction,192,public-system-0,v2,2,0,0,0,0,late,49
public_shift,19,full_replay_induction,193,public-system-0,v2,5,0,0,0,0,late,42
public_shift,19,full_replay_induction,194,public-system-0,v2,4,0,0,0,0,late,36
public_shift,19,full_replay_induction,195,public-system-0,v2,4,1,1,0,0,late,30
public_shift,19,full_replay_induction,196,public-system-0,v2,3,0,0,0,0,late,5
public_shift,19,full_replay_induction,197,public-system-0,v2,6,0,0,0,0,late,4
public_shift,19,full_replay_induction,198,public-system-0,v2,3,1,1,0,0,late,3
public_shift,19,full_replay_induction,199,public-system-0,v2,0,1,1,1,0,late,1
public_shift,19,full_replay_induction,200,public-system-0,v2,6,1,1,1,0,late,1
public_shift,19,full_replay_induction,201,public-system-0,v2,6,1,1,1,0,late,1
public_shift,19,full_replay_induction,202,public-system-0,v2,1,1,1,1,0,late,1
public_shift,19,full_replay_induction,203,public-system-0,v2,1,1,1,1,0,late,1
public_shift,19,full_replay_induction,204,public-system-1,v2,0,0,0,0,0,late,49
public_shift,19,full_replay_induction,205,public-system-1,v2,3,0,0,0,0,late,42
public_shift,19,full_replay_induction,206,public-system-1,v2,6,0,0,0,0,late,36
public_shift,19,full_replay_induction,207,public-system-1,v2,0,1,1,0,0,late,30
public_shift,19,full_replay_induction,208,public-system-1,v2,4,0,0,0,0,late,5
public_shift,19,full_replay_induction,209,public-system-1,v2,4,1,0,0,0,late,4
public_shift,19,full_replay_induction,210,public-system-1,v2,6,2,1,0,0,late,3
public_shift,19,full_replay_induction,211,public-system-1,v2,0,1,1,1,0,late,1
public_shift,19,full_replay_induction,212,public-system-1,v2,2,6,1,1,0,late,1
public_shift,19,full_replay_induction,213,public-system-1,v2,5,3,1,1,0,late,1
public_shift,19,full_replay_induction,214,public-system-1,v2,3,5,1,1,0,late,1
public_shift,19,full_replay_induction,215,public-system-1,v2,5,3,1,1,0,late,1
public_shift,19,full_replay_induction,216,public-system-2,v2,3,0,0,0,0,late,49
public_shift,19,full_replay_induction,217,public-system-2,v2,5,0,0,0,0,late,42
public_shift,19,full_replay_induction,218,public-system-2,v2,2,0,1,0,0,late,36
public_shift,19,full_replay_induction,219,public-system-2,v2,2,0,1,1,0,late,6
public_shift,19,full_replay_induction,220,public-system-2,v2,2,0,1,1,0,late,6
public_shift,19,full_replay_induction,221,public-system-2,v2,1,1,1,0,0,late,6
public_shift,19,full_replay_induction,222,public-system-2,v2,3,6,1,1,0,late,1
public_shift,19,full_replay_induction,223,public-system-2,v2,6,3,1,1,0,late,1
public_shift,19,full_replay_induction,224,public-system-2,v2,6,3,1,1,0,late,1
public_shift,19,full_replay_induction,225,public-system-2,v2,2,0,1,1,0,late,1
